"hh_id","name","area_name","employer","salary_from","salary_to","salary_currency","experience","schedule","url"
"101710167","MLOps Engineer","Москва","A quantitative trading company, providing liquidity in financial markets worldwide using advanced technologies in DL, FPGA, and Signal Processing",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/101710167"
"103029020","Младший Билд Менеджер","Москва","Krista Games",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103029020"
"72687495","Python-разработчик систем сбора","Москва","Селфсек","100000","150000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/72687495"
"101736380","Junior iOS разработчик","Москва","Сервис Руки","50000",NULL,"RUR","Нет опыта","Гибкий график","https://hh.ru/vacancy/101736380"
"102311199","Системный аналитик","Москва","Пиклема",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102311199"
"102426926","Программист (промышленные роботы и контроллеры)","Москва","ЕМС ГРУПП","80000","300000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102426926"
"102621742","Аналитик - отдел клиентской аналитики","Москва","MODIS",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102621742"
"103109511","Java-разработчик","Санкт-Петербург","TextBack","220000","270000","RUR","От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/103109511"
"103136459","Data scientist NLP и LLM","Москва","Т1",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/103136459"
"94227589","Старший специалист по тестированию, Логистика, Глобал логистика и Геосервисы","Москва","Ozon",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/94227589"
"95520764","Специалист по компьютерному зрению","Самара","Открытый код",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/95520764"
"102612170","Продуктовый аналитик (Gamedev)","Москва","Astrum Entertainment",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102612170"
"103104935","Аналитик данных в Клиентский сервис","Москва","Московский Кредитный Банк",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103104935"
"103138783","DevOps engineer","Минск","СОФТХАБ",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103138783"
"89433786","Python разработчик","Тюмень","Т-Банк",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/89433786"
"91524976","Аналитик данных в отдел управления проблемным портфелем (SQL, Python)","Москва","Банк ВТБ (ПАО)",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/91524976"
"98789740","Тестировщик ПО / QA Engineer","Санкт-Петербург","Виста","60000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/98789740"
"101365358","Аналитик данных (Ozon Global)","Москва","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101365358"
"102734485","Python Developer","Новосибирск","ЕВРАЗ",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/102734485"
"103014248","Системный администратор Unix","Улан-Удэ","Азиатско-Тихоокеанский Банк",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103014248"
"99980644","Junior Analyst (Младший аналитик)","Астана","Оптимакрос",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/99980644"
"101277733","Менеджер по разметке данных (GigaChat)","Москва","СБЕР",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101277733"
"101392372","Cloud & DevOps Internship","Ташкент","EPAM Uzbekistan",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/101392372"
"101676189","QA Engineer Python, Маркетплейс, Смарт-прайсинг","Москва","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101676189"
"102123398","Аналитик данных / Data Analyst","Москва","Скайтек","80000",NULL,"RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102123398"
"102213416","Middle Специалист технической поддержки 3 линия (support)","Москва","Почтатех",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102213416"
"102322163","Программист Python","Бишкек","ОсОО ОСМП",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102322163"
"102686403","Старший сетевой инженер, Группа сетевых инженеров ЦОД","Москва","Ozon",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102686403"
"102770840","Аналитик-программист (Python)","Южно-Сахалинск","Восточная горнорудная компания",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102770840"
"102919487","Junior Data / BI Engineer","Москва","PepsiCo",NULL,NULL,NULL,"От 1 года до 3 лет","Гибкий график","https://hh.ru/vacancy/102919487"
"103025984","Ведущий специалист по цифровым технологиям аудита","Смоленск","СБЕР",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/103025984"
"103135663","Data Engineer","Москва","Rambler&Co",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103135663"
"89433788","Python разработчик","Тверь","Т-Банк",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/89433788"
"96514696","Операционный аналитик (Доставка)","Москва","СберМаркет",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/96514696"
"98791662","Финансовый аналитик","Москва","Т-Банк",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/98791662"
"101783036","Оператор искусственного интелекта","Санкт-Петербург","ARSKA Technologies",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101783036"
"102218833","Data Analyst","Москва","СБЕР",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102218833"
"102381693","Senior back-end developer (golang, .netcore, high-load)","Москва","Rocket10","6500","9000","USD","Более 6 лет","Удаленная работа","https://hh.ru/vacancy/102381693"
"102849309","Python разработчик в Data Platform","Москва","Kokoc Group",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/102849309"
"103036913","Младший финансист / ВТБ РОСТ","Санкт-Петербург","Changellenge","100000","100000","RUR","Нет опыта","Полный день","https://hh.ru/vacancy/103036913"
"101516108","Data Scientist Управления модельных рисков и валидации","Новосибирск","Банк ВТБ (ПАО)",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101516108"
"101746601","Frontend-разработчик (мониторинг инфраструктуры)","Москва","СБЕР",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101746601"
"101853583","Финансовый партнер (по расходам OPEX, логистика, коммерция, G&A)","Москва","Ozon",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101853583"
"102307587","Data Scientist","Москва","СБЕР",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102307587"
"102614247","Продуктовый аналитик, Ozon Fintech","Москва","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102614247"
"102719555","Проектный инженер АСУ ТП","Санкт-Петербург","Саит Марин","150000","200000","RUR","От 1 года до 3 лет","Гибкий график","https://hh.ru/vacancy/102719555"
"102742373","SQL/PostgreSQL/Python-разработчик","Омск","СБЕР",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102742373"
"102933361","Системный администратор Linux","Санкт-Петербург","Калкулэйт","113000","150000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102933361"
"95306761","Аналитик качества данных","Казань","Совкомбанк",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/95306761"
"101333487","Middle Python Developer","Ростов-на-Дону","IT-команда НЕБО","120000","150000","RUR","От 1 года до 3 лет","Гибкий график","https://hh.ru/vacancy/101333487"
"101663896","Senior QA Manual (Web)","Москва","Технология здоровья",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101663896"
"101863965","Python-разработчик","Нижний Новгород","СимбирСофт",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101863965"
"102858858","Системный администратор компьютерных сетей","Колпино","Винета","110000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102858858"
"103048987","Senior Data Engineer","Москва","HR Prime",NULL,"460000","RUR","Более 6 лет","Полный день","https://hh.ru/vacancy/103048987"
"101735917","Senior/Мiddle C++ разработчик","Москва","Интегрис",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101735917"
"102567610","Аналитик данных","Казань","ГК Innostage",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102567610"
"102922210","Data Analyst (e-commerce)","Краснодар","МАГНИТ, Розничная сеть",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102922210"
"92751922","Devops","Москва","СБЕР",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/92751922"
"94537725","DevOps специалист","Москва","СБЕР",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/94537725"
"97922703","Интеграционный Разработчик Junior","Ростов-на-Дону","DBI",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/97922703"
"101804050","Стажер Data engineer","Москва","Альфа-Банк",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/101804050"
"101833191","Back-end разработчик","Алматы","PAYDA Accounting Development (ПАЙДА Аккаунтинг Девелопмент)","500000",NULL,"KZT","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101833191"
"102217664","Инженер данных","Москва","Lion Recruitment","270000","350000","RUR","От 3 до 6 лет","Гибкий график","https://hh.ru/vacancy/102217664"
"102258306","Руководитель проекта","Санкт-Петербург","KAMAZ DIGITAL",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102258306"
"102803095","Data Analyst - Indoor Air Quality (Сербия / Индия)","Сербия","Airvoice",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102803095"
"92095020","Продуктовый аналитик (Газпром Бонус)","Москва","Газпромбанк",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/92095020"
"96236239","DevOps-инженер","Москва","Т1",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/96236239"
"99726306","Аналитик","Москва","Т-Банк",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/99726306"
"101475620","Аналитик данных","Москва","Skillfactory",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/101475620"
"101516925","MIddle Backend Python Developer","Тбилиси","Сидоревич Антон","3000","5000","USD","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101516925"
"102307149","Разработчик SQL","Москва","СБЕР",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102307149"
"102417700","Разработчик Python (backend)","Зеленоград","GSR РАБОТА","270000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102417700"
"102622866","Разработчик C/С++","Санкт-Петербург","Intelsy",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/102622866"
"102996291","Аналитик данных в Управление клиентского опыта блока «Сеть продаж»","Москва","СБЕР","250000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102996291"
"95911771","Аналитик (OZON Global)","Москва","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/95911771"
"101103925","Аналитик данных в команду Антифрода","Новосибирск","Центр финансовых технологий",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/101103925"
"101141910","Системный администратор Linux","Нижний Новгород","ОТР",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/101141910"
"102670128","Backend разработчик","Новосибирск","Кадровое Агентство Averina.agency",NULL,"130000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102670128"
"103062913","Старший риск-аналитик","Москва","Альфа-Банк",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103062913"
"101040138","Python разработчик","Владивосток","Т-Банк",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101040138"
"101283895","Инженер-аналитик","Краснодар","МТС","50000",NULL,"RUR","Нет опыта","Полный день","https://hh.ru/vacancy/101283895"
"102850741","Сетевой инженер","Санкт-Петербург","Базис Импорт","100000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102850741"
"100465982","Junior Technical Project manager","Санкт-Петербург","Paragon Software",NULL,NULL,NULL,"От 1 года до 3 лет","Гибкий график","https://hh.ru/vacancy/100465982"
"101924964","Software QA Engineer","Тбилиси","Xometry Europe GmbH",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/101924964"
"102571268","Middle backend Python","Москва","РА Дельта",NULL,"150000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102571268"
"102680799","Руководитель группы разработки","Москва","HARTUNG",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102680799"
"102713935","Ведущий инженер по развитию ИТ-инфраструктуры","Казань","ТатАИСЭнерго","90000",NULL,"RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102713935"
"102826343","Инженер-программист микроконтроллеров","Красноярск","Акцептум-Инжиниринг","100000",NULL,"RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102826343"
"90777119","Middle Backend Разработчик (Python)","Москва","Inline Telecom Solutions","220000","250000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/90777119"
"93315528","Python разработчик","Симферополь","Т-Банк",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/93315528"
"98538606","Тестировщик / QA Engineer","Самара","ИТ-Сервис",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/98538606"
"100627458","Quantitative Data Scientist","Москва","Банк ВТБ (ПАО)",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/100627458"
"101112951","Старший системный администратор","Тверь","Румос-Авто","115000","115000","RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101112951"
"101406291","Desktop developer на python","Москва","НТЦ Вулкан",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101406291"
"102719539","Консультант по интегрированному моделированию актива (нефтегазовая сфера)","Москва","Группа Компаний Bright",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/102719539"
"103110441","Руководитель группы DevOps","Москва","Верме",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/103110441"
"89433784","Python разработчик","Красноярск","Т-Банк",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/89433784"
"101323704","Data Engineer Junior / Инженер данных (junior)","Москва","Цифра",NULL,"120000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101323704"
"101407298","Маркетинговый аналитик","Москва","Т-Банк",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/101407298"
"101870402","Отраслевой аналитик","Москва","СБЕР",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101870402"
"102092517","Программист-стажер","Москва","KiberOne (ИП Зивтинь Мария Олеговна)","20000","30000","RUR","От 1 года до 3 лет","Гибкий график","https://hh.ru/vacancy/102092517"
"102529455","Backend Python developer (middle/middle+) | Удалённая работа","Тбилиси","Глушко Андрей Андреевич","120000","150000","RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102529455"
"103026057","Аналитик","Нижний Новгород","Азбука Фуд Трейд",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103026057"
"103088325","Исследователь","Москва","СберМаркетинг",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/103088325"
"97615659","Системный администратор (мониторинг инфраструктуры)","Москва","СБЕР",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/97615659"
"101329647","Аналитик-разработчик","Москва","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101329647"
"103081749","Junior Инженер внедрения (Астра Консалтинг)","Москва","Группа компаний Астра",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103081749"
"103151278","3D Environment Artist","Москва","Krista Games",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/103151278"
"101395732","Программист-разработчик","Минск","Центр банковских технологий",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101395732"
"101834260","Инженер-тестировщик","Москва","СберМедИИ",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/101834260"
"102227117","ML Engineer / Researcher","Москва","Никитина Екатерина Александровна","2500",NULL,"USD","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/102227117"
"102422677","Бизнес-аналитик","Москва","Инокстрейд",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102422677"
"102589146","Младший Финансист / ВТБ РОСТ","Санкт-Петербург","Банк ВТБ (ПАО)","100000","100000","RUR","Нет опыта","Полный день","https://hh.ru/vacancy/102589146"
"102821305","Сетевой инженер","Москва","НВ Телеком","200000",NULL,"RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102821305"
"103021928","Technical Lead в команду развития технологий искусственного интеллекта","Москва","Cloud.ru",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/103021928"
"103123583","DevOPS Engineer (Middle)","Санкт-Петербург","Just AI","200000","350000","RUR","От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/103123583"
"91277496","Data Engineer","Москва","Rubbles",NULL,"500000","RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/91277496"
"99179104","Программист Python","Ярославль","it-aces.com",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/99179104"
"101884280","Python-разработчик (Cloud)","Санкт-Петербург","Таймвэб.Клауд","150000",NULL,"RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101884280"
"100582939","SDET (с релокацией в Сербию)","Москва","STARTRIBE LTD",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/100582939"
"101401120","Middle QA Engineer в компанию SOFTHUB","Минск","СОФТХАБ",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101401120"
"101637315","Младший аналитик (Логистика и качество сервиса в СНГ)","Москва","Ozon",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101637315"
"101829033","Backend-разработчик","Екатеринбург","Строительное проектирование КУБ","60000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101829033"
"102113532","Data / BI Engineer","Москва","PepsiCo",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102113532"
"102846656","Ведущий специалист/Моделирования","Москва","НПО СПЛАВ им. А. Н. Ганичева","161000",NULL,"RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102846656"
"103025375","Исследователь данных Отдела экономической оценки","Нижний Новгород","СБЕР",NULL,NULL,NULL,"Нет опыта","Полный день","https://hh.ru/vacancy/103025375"
"103102626","Проектный менеджер","Москва","OptiTeam",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103102626"
"102706187","Go Developer","Минск","НитСофт",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102706187"
"103101403","IT Data Engineer","Москва","Шлюмберже",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/103101403"
"98926186","Разработчик back-end (Python)","Москва","Центр Методического Обеспечения Оптимизации Процессов Государственного Управления в Московской области",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/98926186"
"101265059","Аналитик данных","Москва","Автономная Некоммерческая организация Агентство Креативных Индустрий","130000",NULL,"RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101265059"
"101281768","Data Scientist (предиктивные модели)","Москва","Газпромбанк",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101281768"
"103074091","Аналитик маркетплейсов (е-com)","Санкт-Петербург","SKL Group",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103074091"
"94783663","QA Engineer в BigData","Москва","Samokat.tech",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/94783663"
"101329693","Аналитик по экономической безопасности","Москва","Объединенная металлургическая компания",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/101329693"
"101674242","Middle Manual QA specialist / Ручной тестировщик","Санкт-Петербург","Evercode Lab",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101674242"
"101845038","DevOps инженер (QA Auto SberDevices)","Москва","СБЕР",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101845038"
"101883662","Старший QA engineer","Санкт-Петербург","Postgres Professional",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101883662"
"102460225","Ведущий инженер по сопровождению","Москва","СБЕР",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102460225"
"102530844","Аналитик SQL","Москва","М-Холдинг",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102530844"
"102125533","Лидер направления в Управление ""Мессенджеры и чат боты""","Москва","Банк ВТБ (ПАО)",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102125533"
"102757517","Data Engineer/BI Developer","Москва","МТС",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102757517"
"98237376","Аналитик данных (GigaChat)","Москва","СБЕР",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/98237376"
"101269593","Computer Vision Engineer","Санкт-Петербург","Группа Компаний MVS",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101269593"
"101940589","Технический специалист","Нижний Новгород","ГК СиДиСи (CDC)","70000","150000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101940589"
"103033487","Помощник HR менеджера","Москва","Colvir Software Solutions",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/103033487"
"100405431","Data Scientist middle/senior","Москва","X5 Tech",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/100405431"
"102264051","Data Engineer","Москва","MerlionTech",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/102264051"
"89433783","Python разработчик","Волгоград","Т-Банк",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/89433783"
"101043119","Стажер - разработчик SQL (BI)","Москва","Tefal",NULL,NULL,NULL,"Нет опыта","Гибкий график","https://hh.ru/vacancy/101043119"
"92509863","Младший инженер по тестированию ПО","Обнинск","Базальт СПО",NULL,"84000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/92509863"
"100599156","Middle backend developer (FastAPI)","Москва","Газпром нефть",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/100599156"
"101324009","Компьютерный лингвист (IT, ML)","Санкт-Петербург","DIGINETICA",NULL,"60000","RUR","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/101324009"
"101328664","Специалист по машинному обучению (Machine Learning/ML)","Москва","Дивергент",NULL,"120000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101328664"
"101387442","Инженер-программист","Семей","НАО «Медицинский университет Семей»",NULL,"360000","KZT","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/101387442"
"102320969","DevOps (мониторинг инфраструктуры)","Москва","СБЕР",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102320969"
"103151953","Product Analyst (remote)","Санкт-Петербург","Купибилет",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/103151953"
"100405638","Data analyst / Аналитик данных","Москва","X5 Tech",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/100405638"
"102218166","Инженер по сопровождению (ДБО ЮЛ)","Москва","СБЕР",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102218166"
"102679008","Инженер-программист","Москва","АВП Технология","95000","100000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102679008"
"103055113","Разработчик python","Москва","Газпромбанк",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/103055113"
"103121365","Эксперт по автоматизации работы с браузером/Python Developer","Москва","WebGears Services","2000","2500","USD","От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/103121365"
"101836962","Senior Data Analyst c BI","Москва","Marfatech",NULL,NULL,NULL,"От 3 до 6 лет","Удаленная работа","https://hh.ru/vacancy/101836962"
"101935975","Аналитик SQL- Качества данных","Москва","Т1",NULL,NULL,NULL,"От 1 года до 3 лет","Удаленная работа","https://hh.ru/vacancy/101935975"
"102333881","Инженер-схемотехник","Алматы","ABYROI Management","550000","600000","KZT","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102333881"
"102839415","Инженер-программист 1 категории","Ярославль","Транснефть - Балтика","70000","75000","RUR","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102839415"
"93681157","Младший аналитик","Москва","Компания ПЭК","40000","45000","RUR","Нет опыта","Гибкий график","https://hh.ru/vacancy/93681157"
"99301889","Продуктовый аналитик (Middle)","Алматы","Kolesa (АО Колеса)","900000","1300000","KZT","От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/99301889"
"101369807","ИТ-лидер команды разработки ETL инструмента и сервисов для хранилища данных GreenPlum (Arenadata)","Москва","Т1",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101369807"
"101704206","Финансовый аналитик в Финтех","Москва","Яндекс",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101704206"
"101935220","Менеджер проектов","Москва","Страховая компания Сбербанк страхование",NULL,NULL,NULL,"От 3 до 6 лет","Полный день","https://hh.ru/vacancy/101935220"
"102372907","Разработчик Python (middle)","Санкт-Петербург","СПб ГУП Санкт-Петербургский информационно-аналитический центр",NULL,NULL,NULL,"От 1 года до 3 лет","Полный день","https://hh.ru/vacancy/102372907"
"102761017","Руководитель digital рекламы и медийного баинга","Москва","Алгоритмика",NULL,"400000","RUR","От 3 до 6 лет","Полный день","https://hh.ru/vacancy/102761017"
